Customer_Type,Category,Unit_Price,Quantity,Discount,Total_Price,cluster
B2C,Soft Drinks,2.35,11.0,3.469446951953614e-18,25.849999999999994,2
B2C,Juices,2.45,5.0,3.469446951953614e-18,12.25,1
B2C,Alcoholic Beverages,1.4100000000000001,14.0,3.469446951953614e-18,19.739999999999995,1
B2C,Alcoholic Beverages,4.19,3.0,3.469446951953614e-18,12.569999999999993,1
B2B,Soft Drinks,1.9100000000000001,31.0,0.05,56.25,0
B2C,Water,0.9299999999999997,2.0,3.469446951953614e-18,1.8600000000000136,2
B2B,Juices,2.68,26.0,0.05,66.2,0
B2C,Water,1.0700000000000003,11.0,3.469446951953614e-18,11.769999999999996,2
B2B,Water,0.8300000000000001,15.0,0.05,11.829999999999998,0
B2B,Juices,1.13,23.0,0.05,24.689999999999998,0
B2B,Alcoholic Beverages,3.18,23.0,0.05,69.48,1
B2B,Juices,1.96,19.0,0.05,35.379999999999995,0
B2C,Alcoholic Beverages,1.0499999999999998,3.0,3.469446951953614e-18,3.1500000000000057,1
B2B,Soft Drinks,1.9800000000000004,22.0,0.05,41.379999999999995,0
B2C,Soft Drinks,3.31,5.0,3.469446951953614e-18,16.549999999999997,2
B2C,Alcoholic Beverages,1.0499999999999998,12.0,3.469446951953614e-18,12.599999999999994,1
B2C,Juices,2.45,13.0,3.469446951953614e-18,31.849999999999994,1
B2C,Water,1.42,4.0,3.469446951953614e-18,5.680000000000007,2
B2C,Juices,3.12,10.0,3.469446951953614e-18,31.200000000000003,1
B2C,Soft Drinks,1.1600000000000001,4.0,3.469446951953614e-18,4.639999999999986,2
B2B,Alcoholic Beverages,0.9900000000000002,45.0,0.05,42.31999999999999,0
B2C,Soft Drinks,2.35,1.0,3.469446951953614e-18,2.3499999999999943,2
B2B,Water,0.8200000000000003,51.0,0.05,39.72999999999999,0
B2B,Juices,4.28,39.0,0.05,158.57,0
B2C,Soft Drinks,1.2699999999999996,15.0,3.469446951953614e-18,19.049999999999997,2
B2B,Alcoholic Beverages,1.21,2.0,0.05,2.3000000000000114,1
B2C,Juices,2.45,8.0,3.469446951953614e-18,19.599999999999994,1
B2C,Water,0.4900000000000002,6.0,3.469446951953614e-18,2.9399999999999977,2
B2C,Juices,1.7999999999999998,10.0,3.469446951953614e-18,18.0,1
B2C,Soft Drinks,0.5499999999999998,7.000000000000002,3.469446951953614e-18,3.8499999999999943,2
B2C,Soft Drinks,1.0999999999999996,12.0,3.469446951953614e-18,13.200000000000003,2
B2C,Water,0.5800000000000001,8.0,3.469446951953614e-18,4.639999999999986,2
B2C,Water,0.5800000000000001,8.0,3.469446951953614e-18,4.639999999999986,2
B2C,Juices,3.02,5.0,3.469446951953614e-18,15.099999999999994,1
B2C,Soft Drinks,1.04,2.0,3.469446951953614e-18,2.0800000000000125,2
B2C,Juices,3.33,12.0,3.469446951953614e-18,39.96000000000001,1
B2B,Water,0.6899999999999995,6.0,0.1,3.7299999999999898,0
B2C,Soft Drinks,1.2300000000000004,4.0,3.469446951953614e-18,4.9199999999999875,2
B2C,Soft Drinks,1.1899999999999995,7.000000000000002,3.469446951953614e-18,8.329999999999998,2
B2B,Soft Drinks,1.3200000000000003,53.0,0.1,62.96000000000001,0
B2C,Water,1.3100000000000005,10.0,3.469446951953614e-18,13.099999999999994,2
B2B,Juices,2.82,28.0,0.1,71.06,0
B2C,Soft Drinks,3.21,1.0,3.469446951953614e-18,3.210000000000008,2
B2B,Soft Drinks,2.13,28.0,0.05,56.66000000000001,0
B2C,Water,0.96,10.0,3.469446951953614e-18,9.600000000000009,2
B2C,Soft Drinks,2.0499999999999994,11.0,3.469446951953614e-18,22.549999999999997,2
B2C,Water,1.46,15.0,3.469446951953614e-18,21.900000000000006,2
B2C,Soft Drinks,0.6299999999999999,12.0,3.469446951953614e-18,7.560000000000002,2
B2C,Soft Drinks,2.35,15.0,3.469446951953614e-18,35.25,2
B2C,Water,0.45999999999999996,2.0,3.469446951953614e-18,0.9199999999999875,2
B2C,Water,1.6600000000000001,6.0,3.469446951953614e-18,9.960000000000008,2
B2C,Alcoholic Beverages,1.9900000000000002,5.0,3.469446951953614e-18,9.950000000000003,1
B2C,Soft Drinks,2.34,6.0,3.469446951953614e-18,14.039999999999992,2
B2C,Juices,2.31,13.0,3.469446951953614e-18,30.03,1
B2B,Alcoholic Beverages,1.4000000000000004,5.0,0.05,6.650000000000006,1
B2C,Alcoholic Beverages,0.9299999999999997,7.000000000000002,3.469446951953614e-18,6.509999999999991,1
B2B,Juices,3.24,6.0,0.05,18.47,0
B2C,Juices,3.02,5.0,3.469446951953614e-18,15.099999999999994,1
B2C,Alcoholic Beverages,0.9299999999999997,6.0,3.469446951953614e-18,5.5800000000000125,1
B2C,Water,0.5499999999999998,11.0,3.469446951953614e-18,6.050000000000011,2
B2B,Juices,2.36,35.0,0.1,74.34,0
B2C,Water,0.96,3.0,3.469446951953614e-18,2.8799999999999955,2
B2C,Water,0.5800000000000001,13.0,3.469446951953614e-18,7.540000000000006,2
B2B,Juices,2.07,23.0,0.05,45.22999999999999,0
B2C,Alcoholic Beverages,4.32,15.0,3.469446951953614e-18,64.8,1
B2B,Alcoholic Beverages,1.3200000000000003,5.0,0.1,5.939999999999998,0
B2C,Alcoholic Beverages,2.24,14.0,3.469446951953614e-18,31.36,1
B2C,Juices,2.38,12.0,3.469446951953614e-18,28.560000000000002,1
B2C,Juices,1.8600000000000003,8.0,3.469446951953614e-18,14.879999999999995,1
B2C,Water,0.8899999999999997,13.0,3.469446951953614e-18,11.569999999999993,2
B2C,Soft Drinks,2.22,6.0,3.469446951953614e-18,13.319999999999993,2
B2B,Juices,2.54,19.0,0.1,43.43000000000001,0
B2C,Alcoholic Beverages,4.74,12.0,3.469446951953614e-18,56.879999999999995,1
B2C,Water,0.9299999999999997,13.0,3.469446951953614e-18,12.090000000000003,2
B2C,Soft Drinks,1.2400000000000002,15.0,3.469446951953614e-18,18.599999999999994,2
B2C,Water,0.5499999999999998,13.0,3.469446951953614e-18,7.150000000000006,2
B2C,Soft Drinks,2.13,12.0,3.469446951953614e-18,25.560000000000002,2
B2B,Alcoholic Beverages,1.3100000000000005,1.0,0.05,1.240000000000009,1
B2C,Soft Drinks,0.9900000000000002,9.0,3.469446951953614e-18,8.909999999999997,2
B2C,Juices,1.75,2.0,3.469446951953614e-18,3.5,1
B2C,Juices,3.43,9.0,3.469446951953614e-18,30.870000000000005,1
B2C,Juices,3.46,10.0,3.469446951953614e-18,34.599999999999994,1
B2C,Soft Drinks,0.9900000000000002,6.0,3.469446951953614e-18,5.939999999999998,2
B2C,Water,0.46999999999999975,10.0,3.469446951953614e-18,4.699999999999989,2
B2C,Alcoholic Beverages,1.5899999999999999,5.0,3.469446951953614e-18,7.950000000000003,1
B2B,Water,0.7400000000000002,7.000000000000002,0.05,4.9199999999999875,0
B2C,Soft Drinks,0.96,4.0,3.469446951953614e-18,3.8400000000000034,2
B2C,Juices,3.67,13.0,3.469446951953614e-18,47.71000000000001,1
B2C,Juices,3.12,9.0,3.469446951953614e-18,28.08,1
B2C,Soft Drinks,1.2699999999999996,8.0,3.469446951953614e-18,10.159999999999997,2
B2C,Water,0.5899999999999999,15.0,3.469446951953614e-18,8.849999999999994,2
B2C,Water,1.2599999999999998,9.0,3.469446951953614e-18,11.340000000000003,2
B2C,Soft Drinks,2.1199999999999997,4.0,3.469446951953614e-18,8.480000000000004,2
B2C,Juices,3.12,14.0,3.469446951953614e-18,43.68000000000001,1
B2C,Juices,2.45,4.0,3.469446951953614e-18,9.799999999999997,1
B2B,Juices,2.71,45.0,0.05,115.85,0
B2C,Alcoholic Beverages,1.5899999999999999,15.0,3.469446951953614e-18,23.849999999999994,1
B2C,Soft Drinks,1.7400000000000002,8.0,3.469446951953614e-18,13.920000000000002,2
B2C,Water,0.5700000000000003,7.000000000000002,3.469446951953614e-18,3.990000000000009,2
B2C,Soft Drinks,2.19,14.0,3.469446951953614e-18,30.659999999999997,2
B2C,Water,1.0099999999999998,9.0,3.469446951953614e-18,9.090000000000003,2
B2C,Alcoholic Beverages,1.08,15.0,3.469446951953614e-18,16.200000000000003,1
B2C,Juices,3.56,14.0,3.469446951953614e-18,49.84,1
B2C,Water,1.0700000000000003,5.0,3.469446951953614e-18,5.349999999999994,2
B2B,Water,1.4699999999999998,14.0,0.05,19.549999999999997,0
B2C,Water,1.38,7.000000000000002,3.469446951953614e-18,9.659999999999997,2
B2B,Water,0.7300000000000004,21.0,0.05,14.560000000000002,0
B2C,Soft Drinks,3.31,14.0,3.469446951953614e-18,46.34,2
B2C,Soft Drinks,1.6399999999999997,11.0,3.469446951953614e-18,18.039999999999992,2
B2B,Soft Drinks,0.6200000000000001,13.0,0.05,7.659999999999997,0
B2C,Alcoholic Beverages,4.35,14.0,3.469446951953614e-18,60.900000000000006,1
B2B,Water,0.9800000000000004,51.0,0.1,44.97999999999999,0
B2C,Soft Drinks,2.13,2.0,3.469446951953614e-18,4.259999999999991,2
B2C,Juices,2.45,14.0,3.469446951953614e-18,34.3,1
B2B,Juices,1.5600000000000005,22.0,0.05,32.599999999999994,0
B2C,Alcoholic Beverages,1.54,10.0,3.469446951953614e-18,15.400000000000006,1
B2C,Soft Drinks,3.12,7.000000000000002,3.469446951953614e-18,21.840000000000003,2
B2C,Soft Drinks,1.2000000000000002,3.0,3.469446951953614e-18,3.5999999999999943,2
B2C,Juices,3.43,4.0,3.469446951953614e-18,13.719999999999999,1
B2B,Water,0.9800000000000004,25.0,0.1,22.049999999999997,0
B2C,Soft Drinks,1.2300000000000004,1.0,3.469446951953614e-18,1.2299999999999898,2
B2C,Soft Drinks,0.9900000000000002,13.0,3.469446951953614e-18,12.870000000000005,2
B2C,Soft Drinks,2.34,12.0,3.469446951953614e-18,28.08,2
B2B,Water,0.8899999999999997,28.0,0.05,23.67,0
B2C,Alcoholic Beverages,2.0400000000000005,11.0,3.469446951953614e-18,22.439999999999998,1
B2C,Soft Drinks,0.5899999999999999,7.000000000000002,3.469446951953614e-18,4.1299999999999955,2
B2B,Juices,2.85,23.0,0.05,62.27000000000001,0
B2C,Alcoholic Beverages,4.32,7.000000000000002,3.469446951953614e-18,30.239999999999995,1
B2C,Alcoholic Beverages,4.88,15.0,3.469446951953614e-18,73.2,1
B2C,Juices,2.31,3.0,3.469446951953614e-18,6.930000000000007,1
B2C,Soft Drinks,0.6100000000000003,9.0,3.469446951953614e-18,5.490000000000009,2
B2B,Alcoholic Beverages,1.0499999999999998,52.0,0.05,51.870000000000005,0
B2B,Water,0.79,24.0,0.05,18.010000000000005,0
B2C,Soft Drinks,1.2400000000000002,8.0,3.469446951953614e-18,9.920000000000002,2
B2C,Juices,1.8600000000000003,5.0,3.469446951953614e-18,9.299999999999997,1
B2C,Soft Drinks,0.5300000000000002,4.0,3.469446951953614e-18,2.1200000000000045,2
B2B,Juices,2.98,48.0,0.1,128.74,0
B2C,Soft Drinks,0.5600000000000005,11.0,3.469446951953614e-18,6.159999999999997,2
B2C,Juices,1.5899999999999999,10.0,3.469446951953614e-18,15.900000000000006,1
B2B,Juices,2.48,6.0,0.05,14.14,0
B2C,Alcoholic Beverages,4.07,11.0,3.469446951953614e-18,44.77000000000001,1
B2B,Juices,2.32,13.0,0.05,28.650000000000006,0
B2B,Soft Drinks,0.9199999999999999,31.0,0.1,25.67,0
B2C,Soft Drinks,0.9299999999999997,6.0,3.469446951953614e-18,5.5800000000000125,2
B2B,Water,0.5999999999999996,45.0,0.05,25.650000000000006,0
B2C,Juices,3.21,11.0,3.469446951953614e-18,35.30999999999999,1
B2B,Juices,2.58,11.0,0.05,26.960000000000008,0
B2C,Soft Drinks,2.0499999999999994,11.0,3.469446951953614e-18,22.549999999999997,2
B2B,Soft Drinks,2.44,14.0,0.05,32.45,0
B2B,Alcoholic Beverages,1.3899999999999997,11.0,0.1,13.760000000000005,0
B2C,Juices,3.21,8.0,3.469446951953614e-18,25.680000000000007,1
B2C,Juices,3.12,9.0,3.469446951953614e-18,28.08,1
B2C,Soft Drinks,3.12,13.0,3.469446951953614e-18,40.56,2
B2B,Water,1.0099999999999998,36.0,0.05,34.53999999999999,0
B2B,Soft Drinks,2.21,28.0,0.05,58.78999999999999,0
B2C,Juices,3.02,5.0,3.469446951953614e-18,15.099999999999994,1
B2C,Juices,1.75,6.0,3.469446951953614e-18,10.5,1
B2C,Juices,3.46,5.0,3.469446951953614e-18,17.299999999999997,1
B2B,Water,0.5199999999999996,49.0,0.1,22.930000000000007,0
B2C,Juices,3.11,15.0,3.469446951953614e-18,46.650000000000006,1
B2C,Soft Drinks,2.34,11.0,3.469446951953614e-18,25.739999999999995,2
B2C,Water,0.4900000000000002,2.0,3.469446951953614e-18,0.9799999999999898,2
B2C,Soft Drinks,0.5600000000000005,8.0,3.469446951953614e-18,4.47999999999999,2
B2C,Juices,3.31,4.0,3.469446951953614e-18,13.239999999999995,1
B2C,Juices,3.43,5.0,3.469446951953614e-18,17.150000000000006,1
B2B,Juices,2.16,10.0,0.05,20.519999999999996,0
B2B,Soft Drinks,1.2199999999999998,23.0,0.05,26.659999999999997,0
B2C,Soft Drinks,1.9900000000000002,13.0,3.469446951953614e-18,25.870000000000005,2
B2C,Alcoholic Beverages,1.5899999999999999,9.0,3.469446951953614e-18,14.310000000000002,1
B2C,Water,1.6600000000000001,3.0,3.469446951953614e-18,4.97999999999999,2
B2C,Soft Drinks,1.2300000000000004,9.0,3.469446951953614e-18,11.069999999999993,2
B2C,Soft Drinks,3.21,4.0,3.469446951953614e-18,12.840000000000003,2
B2C,Juices,2.31,5.0,3.469446951953614e-18,11.549999999999997,1
B2C,Juices,1.6899999999999995,2.0,3.469446951953614e-18,3.379999999999967,1
B2B,Soft Drinks,2.26,4.0,0.05,8.590000000000003,0
B2C,Water,0.9100000000000001,8.0,3.469446951953614e-18,7.280000000000001,2
B2B,Soft Drinks,1.29,25.0,0.05,30.64,0
B2C,Soft Drinks,3.12,3.0,3.469446951953614e-18,9.36,2
B2C,Soft Drinks,1.4900000000000002,6.0,3.469446951953614e-18,8.939999999999998,2
B2B,Juices,2.34,22.0,0.05,48.91,0
B2C,Alcoholic Beverages,2.11,8.0,3.469446951953614e-18,16.879999999999995,1
B2B,Alcoholic Beverages,1.04,3.0,0.05,2.960000000000008,1
B2C,Juices,3.56,2.0,3.469446951953614e-18,7.1200000000000045,1
B2B,Water,0.33000000000000007,56.0,0.05,17.560000000000002,0
B2C,Soft Drinks,1.6399999999999997,11.0,3.469446951953614e-18,18.039999999999992,2
B2C,Water,1.42,9.0,3.469446951953614e-18,12.780000000000001,2
B2C,Juices,3.11,9.0,3.469446951953614e-18,27.989999999999995,1
B2B,Alcoholic Beverages,1.5,55.0,0.1,74.25,0
B2B,Juices,3.5,26.0,0.05,86.45,0
B2C,Soft Drinks,0.6100000000000003,6.0,3.469446951953614e-18,3.6599999999999966,2
B2C,Water,1.42,6.0,3.469446951953614e-18,8.519999999999996,2
B2C,Juices,3.67,2.0,3.469446951953614e-18,7.340000000000003,1
B2C,Soft Drinks,2.22,3.0,3.469446951953614e-18,6.659999999999997,2
B2C,Water,1.2300000000000004,9.0,3.469446951953614e-18,11.069999999999993,2
B2C,Juices,3.67,3.0,3.469446951953614e-18,11.010000000000005,1
B2B,Juices,1.4000000000000004,9.0,0.1,11.340000000000003,0
B2B,Juices,2.18,50.0,0.05,103.55,0
B2C,Water,0.5899999999999999,10.0,3.469446951953614e-18,5.900000000000006,2
B2C,Water,0.8600000000000003,13.0,3.469446951953614e-18,11.180000000000007,2
B2C,Alcoholic Beverages,4.48,3.0,3.469446951953614e-18,13.439999999999998,1
B2B,Alcoholic Beverages,1.8899999999999997,33.0,0.1,56.129999999999995,0
B2C,Juices,2.45,9.0,3.469446951953614e-18,22.049999999999997,1
B2C,Juices,1.7999999999999998,5.0,3.469446951953614e-18,9.0,1
B2C,Water,0.5499999999999998,4.0,3.469446951953614e-18,2.1999999999999886,2
B2C,Soft Drinks,1.1600000000000001,4.0,3.469446951953614e-18,4.639999999999986,2
B2C,Juices,3.23,12.0,3.469446951953614e-18,38.75999999999999,1
B2B,Soft Drinks,2.11,19.0,0.1,36.08,0
B2C,Juices,2.45,6.0,3.469446951953614e-18,14.700000000000003,1
B2C,Juices,3.31,4.0,3.469446951953614e-18,13.239999999999995,1
B2C,Alcoholic Beverages,1.9900000000000002,10.0,3.469446951953614e-18,19.900000000000006,1
B2C,Soft Drinks,2.34,14.0,3.469446951953614e-18,32.75999999999999,2
B2C,Water,0.5800000000000001,12.0,3.469446951953614e-18,6.960000000000008,2
B2C,Juices,3.11,12.0,3.469446951953614e-18,37.31999999999999,1
B2C,Water,1.71,15.0,3.469446951953614e-18,25.650000000000006,2
B2C,Water,1.04,1.0,3.469446951953614e-18,1.039999999999992,2
B2C,Water,1.0700000000000003,10.0,3.469446951953614e-18,10.700000000000003,2
B2B,Juices,2.56,19.0,0.1,43.78,0
B2C,Juices,2.31,15.0,3.469446951953614e-18,34.650000000000006,1
B2C,Juices,3.12,9.0,3.469446951953614e-18,28.08,1
B2C,Water,1.6600000000000001,5.0,3.469446951953614e-18,8.299999999999997,2
B2C,Alcoholic Beverages,1.5899999999999999,15.0,3.469446951953614e-18,23.849999999999994,1
B2C,Juices,3.21,1.0,3.469446951953614e-18,3.210000000000008,1
B2B,Alcoholic Beverages,6.08,26.0,0.05,150.18,1
B2C,Soft Drinks,1.21,4.0,3.469446951953614e-18,4.840000000000003,2
B2C,Alcoholic Beverages,1.0199999999999996,9.0,3.469446951953614e-18,9.180000000000007,1
B2C,Water,0.8600000000000003,4.0,3.469446951953614e-18,3.4399999999999977,2
B2C,Juices,2.38,5.0,3.469446951953614e-18,11.900000000000006,1
B2C,Soft Drinks,0.5600000000000005,8.0,3.469446951953614e-18,4.47999999999999,2
B2B,Juices,2.81,3.0,0.05,8.010000000000005,0
B2C,Juices,3.31,3.0,3.469446951953614e-18,9.930000000000007,1
B2C,Water,0.8600000000000003,11.0,3.469446951953614e-18,9.460000000000008,2
B2B,Water,1.0899999999999999,10.0,0.05,10.36,0
B2C,Alcoholic Beverages,0.96,3.0,3.469446951953614e-18,2.8799999999999955,1
B2C,Alcoholic Beverages,1.0499999999999998,6.0,3.469446951953614e-18,6.300000000000011,1
B2B,Juices,2.91,1.0,0.05,2.759999999999991,0
B2B,Alcoholic Beverages,1.2400000000000002,4.0,0.05,4.710000000000008,1
B2C,Soft Drinks,0.5499999999999998,2.0,3.469446951953614e-18,1.0999999999999943,2
B2C,Water,1.2599999999999998,13.0,3.469446951953614e-18,16.379999999999995,2
B2C,Alcoholic Beverages,1.5099999999999998,4.0,3.469446951953614e-18,6.039999999999992,1
B2C,Soft Drinks,1.2300000000000004,11.0,3.469446951953614e-18,13.530000000000001,2
B2B,Juices,1.0999999999999996,12.0,0.05,12.539999999999992,0
B2C,Juices,1.6899999999999995,15.0,3.469446951953614e-18,25.349999999999994,1
B2B,Water,0.79,52.0,0.1,36.97,0
B2B,Soft Drinks,1.04,29.0,0.05,28.650000000000006,0
B2C,Soft Drinks,0.9900000000000002,14.0,3.469446951953614e-18,13.86,2
B2C,Water,0.8600000000000003,3.0,3.469446951953614e-18,2.5800000000000125,2
B2C,Soft Drinks,1.9900000000000002,9.0,3.469446951953614e-18,17.909999999999997,2
B2C,Soft Drinks,2.19,10.0,3.469446951953614e-18,21.900000000000006,2
B2C,Juices,1.5899999999999999,11.0,3.469446951953614e-18,17.489999999999995,1
B2C,Juices,3.43,8.0,3.469446951953614e-18,27.439999999999998,1
B2C,Soft Drinks,3.12,7.000000000000002,3.469446951953614e-18,21.840000000000003,2
B2C,Alcoholic Beverages,1.9399999999999995,9.0,3.469446951953614e-18,17.460000000000008,1
B2C,Juices,3.21,14.0,3.469446951953614e-18,44.94,1
B2C,Juices,1.8600000000000003,5.0,3.469446951953614e-18,9.299999999999997,1
B2B,Soft Drinks,2.0199999999999996,49.0,0.05,94.03,0
B2C,Soft Drinks,2.13,10.0,3.469446951953614e-18,21.299999999999997,2
B2C,Juices,3.02,9.0,3.469446951953614e-18,27.180000000000007,1
B2C,Juices,2.38,4.0,3.469446951953614e-18,9.519999999999996,1
B2B,Water,0.7000000000000002,40.0,0.05,26.599999999999994,0
B2C,Soft Drinks,0.6299999999999999,13.0,3.469446951953614e-18,8.189999999999998,2
B2C,Alcoholic Beverages,1.0899999999999999,9.0,3.469446951953614e-18,9.810000000000002,1
B2C,Soft Drinks,0.5600000000000005,13.0,3.469446951953614e-18,7.280000000000001,2
B2C,Juices,3.46,10.0,3.469446951953614e-18,34.599999999999994,1
B2C,Water,0.5800000000000001,4.0,3.469446951953614e-18,2.319999999999993,2
B2C,Water,0.5600000000000005,6.0,3.469446951953614e-18,3.3600000000000136,2
B2C,Juices,1.6399999999999997,10.0,3.469446951953614e-18,16.400000000000006,1
B2C,Alcoholic Beverages,5.03,11.0,3.469446951953614e-18,55.33,1
B2C,Water,0.4900000000000002,1.0,3.469446951953614e-18,0.4900000000000091,2
B2C,Alcoholic Beverages,1.33,2.0,3.469446951953614e-18,2.6599999999999966,1
B2C,Soft Drinks,3.21,9.0,3.469446951953614e-18,28.89,2
B2C,Soft Drinks,2.1199999999999997,2.0,3.469446951953614e-18,4.240000000000009,2
B2C,Water,1.46,4.0,3.469446951953614e-18,5.840000000000003,2
B2C,Soft Drinks,2.0499999999999994,2.0,3.469446951953614e-18,4.099999999999994,2
B2C,Juices,1.75,1.0,3.469446951953614e-18,1.75,1
B2C,Soft Drinks,0.9299999999999997,3.0,3.469446951953614e-18,2.789999999999992,2
B2C,Water,1.3100000000000005,10.0,3.469446951953614e-18,13.099999999999994,2
B2B,Alcoholic Beverages,3.47,16.0,0.1,49.97,0
B2B,Water,1.33,36.0,0.1,43.09000000000002,0
B2C,Juices,3.56,11.0,3.469446951953614e-18,39.16,1
B2C,Alcoholic Beverages,1.46,6.0,3.469446951953614e-18,8.760000000000005,1
B2B,Soft Drinks,1.29,21.0,0.05,25.739999999999995,0
B2C,Alcoholic Beverages,1.63,1.0,3.469446951953614e-18,1.6299999999999955,1
B2C,Soft Drinks,1.0999999999999996,12.0,3.469446951953614e-18,13.200000000000003,2
B2C,Juices,1.5899999999999999,8.0,3.469446951953614e-18,12.719999999999999,1
B2C,Alcoholic Beverages,4.32,11.0,3.469446951953614e-18,47.52000000000001,1
B2C,Soft Drinks,2.22,2.0,3.469446951953614e-18,4.439999999999998,2
B2B,Soft Drinks,0.7400000000000002,15.0,0.1,9.989999999999995,0
B2B,Water,0.79,14.0,0.05,10.510000000000005,0
B2C,Juices,3.67,2.0,3.469446951953614e-18,7.340000000000003,1
B2C,Juices,1.6399999999999997,5.0,3.469446951953614e-18,8.200000000000003,1
B2C,Soft Drinks,0.5600000000000005,9.0,3.469446951953614e-18,5.039999999999992,2
B2C,Alcoholic Beverages,1.88,7.000000000000002,3.469446951953614e-18,13.159999999999997,1
B2C,Juices,1.8600000000000003,7.000000000000002,3.469446951953614e-18,13.019999999999996,1
B2C,Juices,1.5899999999999999,10.0,3.469446951953614e-18,15.900000000000006,1
B2C,Alcoholic Beverages,1.0499999999999998,2.0,3.469446951953614e-18,2.0999999999999943,1
B2C,Soft Drinks,0.9299999999999997,3.0,3.469446951953614e-18,2.789999999999992,2
B2B,Water,0.54,42.0,0.05,21.549999999999997,0
B2C,Water,1.3100000000000005,9.0,3.469446951953614e-18,11.789999999999992,2
B2C,Juices,3.33,9.0,3.469446951953614e-18,29.97,1
B2C,Juices,3.21,7.000000000000002,3.469446951953614e-18,22.47,1
B2C,Juices,1.6399999999999997,2.0,3.469446951953614e-18,3.280000000000001,1
B2C,Water,0.45999999999999996,2.0,3.469446951953614e-18,0.9199999999999875,2
B2B,Alcoholic Beverages,1.3200000000000003,2.0,0.05,2.509999999999991,1
B2C,Juices,3.12,14.0,3.469446951953614e-18,43.68000000000001,1
B2B,Soft Drinks,1.46,17.0,0.05,23.58,0
B2B,Soft Drinks,2.43,13.0,0.05,30.00999999999999,0
B2B,Water,0.54,17.0,0.05,8.719999999999999,0
B2B,Soft Drinks,1.5300000000000002,14.0,0.05,20.35000000000001,0
B2C,Alcoholic Beverages,1.12,7.000000000000002,3.469446951953614e-18,7.840000000000003,1
B2C,Soft Drinks,1.1600000000000001,14.0,3.469446951953614e-18,16.239999999999995,2
B2C,Juices,2.45,10.0,3.469446951953614e-18,24.5,1
B2B,Water,0.3799999999999999,34.0,0.05,12.269999999999996,0
B2C,Alcoholic Beverages,2.11,2.0,3.469446951953614e-18,4.219999999999999,1
B2C,Water,0.46999999999999975,5.0,3.469446951953614e-18,2.3499999999999943,2
B2C,Soft Drinks,1.58,1.0,3.469446951953614e-18,1.5800000000000125,2
B2C,Alcoholic Beverages,4.07,14.0,3.469446951953614e-18,56.97999999999999,1
B2B,Soft Drinks,2.27,58.0,0.1,118.49,0
B2C,Soft Drinks,2.34,7.000000000000002,3.469446951953614e-18,16.379999999999995,2
B2B,Soft Drinks,1.9000000000000004,17.0,0.1,29.069999999999993,0
B2C,Alcoholic Beverages,2.24,5.0,3.469446951953614e-18,11.200000000000003,1
B2C,Soft Drinks,3.31,5.0,3.469446951953614e-18,16.549999999999997,2
B2C,Juices,3.67,15.0,3.469446951953614e-18,55.05,1
B2B,Juices,2.77,32.0,0.1,79.78,0
B2C,Water,1.46,11.0,3.469446951953614e-18,16.060000000000002,2
B2C,Juices,3.21,1.0,3.469446951953614e-18,3.210000000000008,1
B2C,Soft Drinks,0.6299999999999999,4.0,3.469446951953614e-18,2.5200000000000102,2
B2C,Juices,1.5899999999999999,1.0,3.469446951953614e-18,1.5900000000000034,1
B2C,Alcoholic Beverages,1.92,7.000000000000002,3.469446951953614e-18,13.439999999999998,1
B2C,Juices,3.33,9.0,3.469446951953614e-18,29.97,1
B2B,Juices,1.7199999999999998,58.0,0.1,89.78,0
B2C,Juices,2.93,12.0,3.469446951953614e-18,35.15999999999998,1
B2C,Juices,1.6899999999999995,13.0,3.469446951953614e-18,21.97,1
B2C,Soft Drinks,3.31,14.0,3.469446951953614e-18,46.34,2
B2B,Juices,1.37,44.0,0.1,54.25,0
B2B,Juices,2.17,48.0,0.05,98.95,0
B2C,Water,0.8600000000000003,15.0,3.469446951953614e-18,12.900000000000006,2
B2C,Soft Drinks,1.2699999999999996,11.0,3.469446951953614e-18,13.969999999999999,2
B2B,Juices,2.94,2.0,0.1,5.289999999999992,0
B2B,Juices,3.43,43.0,0.05,140.12,0
B2C,Alcoholic Beverages,1.63,13.0,3.469446951953614e-18,21.189999999999998,1
B2C,Water,0.9900000000000002,15.0,3.469446951953614e-18,14.849999999999994,2
B2C,Juices,1.75,14.0,3.469446951953614e-18,24.5,1
B2C,Alcoholic Beverages,1.63,8.0,3.469446951953614e-18,13.039999999999992,1
B2C,Water,0.46999999999999975,15.0,3.469446951953614e-18,7.049999999999997,2
B2B,Water,1.1799999999999997,41.0,0.05,45.96000000000001,0
B2C,Juices,1.75,6.0,3.469446951953614e-18,10.5,1
B2B,Water,0.6899999999999995,16.0,0.05,10.489999999999995,0
B2C,Soft Drinks,3.21,7.000000000000002,3.469446951953614e-18,22.47,2
B2C,Alcoholic Beverages,1.33,3.0,3.469446951953614e-18,3.990000000000009,1
B2C,Water,1.0099999999999998,11.0,3.469446951953614e-18,11.11,2
B2C,Water,1.0700000000000003,12.0,3.469446951953614e-18,12.840000000000003,2
B2C,Soft Drinks,2.27,2.0,3.469446951953614e-18,4.539999999999992,2
B2C,Alcoholic Beverages,1.33,10.0,3.469446951953614e-18,13.299999999999997,1
B2C,Soft Drinks,2.34,10.0,3.469446951953614e-18,23.400000000000006,2
B2C,Water,0.45999999999999996,11.0,3.469446951953614e-18,5.060000000000002,2
